classifier,percentage,wfilter,measure,value
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,0.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,0.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,0.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,0.0
bayes,20%,True,precision,0.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,0.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,0.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,1.0
bayes,20%,True,precision,0.0
bayes,20%,True,precision,0.0
bayes,20%,True,recall,0.115044247788
bayes,20%,True,recall,0.309090909091
bayes,20%,True,recall,0.225225225225
bayes,20%,True,recall,0.27027027027
bayes,20%,True,recall,0.157894736842
bayes,20%,True,recall,0.396226415094
bayes,20%,True,recall,0.126126126126
bayes,20%,True,recall,0.140350877193
bayes,20%,True,recall,0.290909090909
bayes,20%,True,recall,0.339449541284
bayes,20%,True,recall,0.234234234234
bayes,20%,True,recall,0.263636363636
bayes,20%,True,recall,0.457943925234
bayes,20%,True,recall,0.236363636364
bayes,20%,True,recall,0.0260869565217
bayes,20%,True,recall,0.196428571429
bayes,20%,True,recall,0.116071428571
bayes,20%,True,recall,0.214285714286
bayes,20%,True,recall,0.095652173913
bayes,20%,True,recall,0.216216216216
bayes,20%,True,recall,0.6
bayes,20%,True,recall,0.205357142857
bayes,20%,True,recall,0.467289719626
bayes,20%,True,recall,0.71
bayes,20%,True,recall,0.548076923077
bayes,20%,True,recall,0.37037037037
bayes,20%,True,recall,0.552380952381
bayes,20%,True,recall,0.218181818182
bayes,20%,True,recall,0.314814814815
bayes,20%,True,recall,0.37037037037
bayes,20%,True,recall,0.438095238095
bayes,20%,True,recall,0.0
bayes,20%,True,recall,0.0769230769231
bayes,20%,True,recall,0.0
bayes,20%,True,recall,0.383177570093
bayes,20%,True,recall,0.518867924528
bayes,20%,True,recall,0.227272727273
bayes,20%,True,recall,0.0701754385965
bayes,20%,True,recall,0.37037037037
bayes,20%,True,recall,0.0689655172414
bayes,20%,True,recall,0.533333333333
bayes,20%,True,recall,0.207207207207
bayes,20%,True,recall,0.571428571429
bayes,20%,True,recall,0.0350877192982
bayes,20%,True,recall,0.425925925926
bayes,20%,True,recall,0.144144144144
bayes,20%,True,recall,0.339449541284
bayes,20%,True,recall,0.256637168142
bayes,20%,True,recall,0.130434782609
bayes,20%,True,recall,0.471698113208
bayes,20%,True,recall,0.0438596491228
bayes,20%,True,recall,0.125
bayes,20%,True,recall,0.0
bayes,20%,True,recall,0.225225225225
bayes,20%,True,recall,0.232142857143
bayes,20%,True,recall,0.00854700854701
bayes,20%,True,recall,0.556603773585
bayes,20%,True,recall,0.366972477064
bayes,20%,True,recall,0.3
bayes,20%,True,recall,0.216216216216
bayes,20%,True,recall,0.471698113208
bayes,20%,True,recall,0.433962264151
bayes,20%,True,recall,0.315315315315
bayes,20%,True,recall,0.287037037037
bayes,20%,True,recall,0.537735849057
bayes,20%,True,recall,0.3
bayes,20%,True,recall,0.383177570093
bayes,20%,True,recall,0.00854700854701
bayes,20%,True,recall,0.205357142857
bayes,20%,True,recall,0.234234234234
bayes,20%,True,recall,0.0
bayes,20%,True,recall,0.0
bayes,20%,True,recall,0.241071428571
bayes,20%,True,recall,0.609523809524
bayes,20%,True,recall,0.198198198198
bayes,20%,True,recall,0.095652173913
bayes,20%,True,recall,0.673267326733
bayes,20%,True,recall,0.311926605505
bayes,20%,True,recall,0.490566037736
bayes,20%,True,recall,0.106194690265
bayes,20%,True,recall,0.16814159292
bayes,20%,True,recall,0.150442477876
bayes,20%,True,recall,0.0
bayes,20%,True,recall,0.238938053097
bayes,20%,True,recall,0.348623853211
bayes,20%,True,recall,0.034188034188
bayes,20%,True,recall,0.339449541284
bayes,20%,True,recall,0.0796460176991
bayes,20%,True,recall,0.439252336449
bayes,20%,True,recall,0.196428571429
bayes,20%,True,recall,0.0
bayes,20%,True,recall,0.281818181818
bayes,20%,True,recall,0.287037037037
bayes,20%,True,recall,0.556603773585
bayes,20%,True,recall,0.425925925926
bayes,20%,True,recall,0.439252336449
bayes,20%,True,recall,0.640776699029
bayes,20%,True,recall,0.0973451327434
bayes,20%,True,recall,0.0
bayes,20%,True,recall,0.0
bayes,20%,True,f1_score,0.206349206349
bayes,20%,True,f1_score,0.472222222222
bayes,20%,True,f1_score,0.367647058824
bayes,20%,True,f1_score,0.425531914894
bayes,20%,True,f1_score,0.272727272727
bayes,20%,True,f1_score,0.567567567568
bayes,20%,True,f1_score,0.224
bayes,20%,True,f1_score,0.246153846154
bayes,20%,True,f1_score,0.450704225352
bayes,20%,True,f1_score,0.506849315068
bayes,20%,True,f1_score,0.379562043796
bayes,20%,True,f1_score,0.41726618705
bayes,20%,True,f1_score,0.628205128205
bayes,20%,True,f1_score,0.382352941176
bayes,20%,True,f1_score,0.0508474576271
bayes,20%,True,f1_score,0.328358208955
bayes,20%,True,f1_score,0.208
bayes,20%,True,f1_score,0.352941176471
bayes,20%,True,f1_score,0.174603174603
bayes,20%,True,f1_score,0.355555555556
bayes,20%,True,f1_score,0.75
bayes,20%,True,f1_score,0.340740740741
bayes,20%,True,f1_score,0.636942675159
bayes,20%,True,f1_score,0.830409356725
bayes,20%,True,f1_score,0.708074534161
bayes,20%,True,f1_score,0.540540540541
bayes,20%,True,f1_score,0.711656441718
bayes,20%,True,f1_score,0.358208955224
bayes,20%,True,f1_score,0.478873239437
bayes,20%,True,f1_score,0.540540540541
bayes,20%,True,f1_score,0.609271523179
bayes,20%,True,f1_score,0.0
bayes,20%,True,f1_score,0.142857142857
bayes,20%,True,f1_score,0.0
bayes,20%,True,f1_score,0.554054054054
bayes,20%,True,f1_score,0.683229813665
bayes,20%,True,f1_score,0.37037037037
bayes,20%,True,f1_score,0.131147540984
bayes,20%,True,f1_score,0.540540540541
bayes,20%,True,f1_score,0.129032258065
bayes,20%,True,f1_score,0.695652173913
bayes,20%,True,f1_score,0.34328358209
bayes,20%,True,f1_score,0.727272727273
bayes,20%,True,f1_score,0.0677966101695
bayes,20%,True,f1_score,0.597402597403
bayes,20%,True,f1_score,0.251968503937
bayes,20%,True,f1_score,0.506849315068
bayes,20%,True,f1_score,0.408450704225
bayes,20%,True,f1_score,0.230769230769
bayes,20%,True,f1_score,0.641025641026
bayes,20%,True,f1_score,0.0840336134454
bayes,20%,True,f1_score,0.222222222222
bayes,20%,True,f1_score,0.0
bayes,20%,True,f1_score,0.367647058824
bayes,20%,True,f1_score,0.376811594203
bayes,20%,True,f1_score,0.0169491525424
bayes,20%,True,f1_score,0.715151515152
bayes,20%,True,f1_score,0.536912751678
bayes,20%,True,f1_score,0.461538461538
bayes,20%,True,f1_score,0.355555555556
bayes,20%,True,f1_score,0.641025641026
bayes,20%,True,f1_score,0.605263157895
bayes,20%,True,f1_score,0.479452054795
bayes,20%,True,f1_score,0.446043165468
bayes,20%,True,f1_score,0.699386503067
bayes,20%,True,f1_score,0.461538461538
bayes,20%,True,f1_score,0.554054054054
bayes,20%,True,f1_score,0.0169491525424
bayes,20%,True,f1_score,0.340740740741
bayes,20%,True,f1_score,0.379562043796
bayes,20%,True,f1_score,0.0
bayes,20%,True,f1_score,0.0
bayes,20%,True,f1_score,0.388489208633
bayes,20%,True,f1_score,0.757396449704
bayes,20%,True,f1_score,0.330827067669
bayes,20%,True,f1_score,0.174603174603
bayes,20%,True,f1_score,0.804733727811
bayes,20%,True,f1_score,0.475524475524
bayes,20%,True,f1_score,0.658227848101
bayes,20%,True,f1_score,0.192
bayes,20%,True,f1_score,0.287878787879
bayes,20%,True,f1_score,0.261538461538
bayes,20%,True,f1_score,0.0
bayes,20%,True,f1_score,0.385714285714
bayes,20%,True,f1_score,0.517006802721
bayes,20%,True,f1_score,0.0661157024793
bayes,20%,True,f1_score,0.506849315068
bayes,20%,True,f1_score,0.147540983607
bayes,20%,True,f1_score,0.61038961039
bayes,20%,True,f1_score,0.328358208955
bayes,20%,True,f1_score,0.0
bayes,20%,True,f1_score,0.439716312057
bayes,20%,True,f1_score,0.446043165468
bayes,20%,True,f1_score,0.715151515152
bayes,20%,True,f1_score,0.597402597403
bayes,20%,True,f1_score,0.61038961039
bayes,20%,True,f1_score,0.781065088757
bayes,20%,True,f1_score,0.177419354839
bayes,20%,True,f1_score,0.0
bayes,20%,True,f1_score,0.0
bayes,20%,True,precision,0.763593380615
bayes,20%,True,precision,0.810945273632
bayes,20%,True,precision,0.790754257908
bayes,20%,True,precision,0.800492610837
bayes,20%,True,precision,0.77033492823
bayes,20%,True,precision,0.837563451777
bayes,20%,True,precision,0.770142180095
bayes,20%,True,precision,0.766666666667
bayes,20%,True,precision,0.806930693069
bayes,20%,True,precision,0.81954887218
bayes,20%,True,precision,0.792682926829
bayes,20%,True,precision,0.800982800983
bayes,20%,True,precision,0.850129198966
bayes,20%,True,precision,0.79512195122
bayes,20%,True,precision,0.741339491917
bayes,20%,True,precision,0.782608695652
bayes,20%,True,precision,0.765957446809
bayes,20%,True,precision,0.78640776699
bayes,20%,True,precision,0.755294117647
bayes,20%,True,precision,0.788834951456
bayes,20%,True,precision,0.887399463807
bayes,20%,True,precision,0.784503631961
bayes,20%,True,precision,0.852331606218
bayes,20%,True,precision,0.920547945205
bayes,20%,True,precision,0.87598944591
bayes,20%,True,precision,0.828282828283
bayes,20%,True,precision,0.875661375661
bayes,20%,True,precision,0.791262135922
bayes,20%,True,precision,0.81592039801
bayes,20%,True,precision,0.828282828283
bayes,20%,True,precision,0.848717948718
bayes,20%,True,precision,0.73623853211
bayes,20%,True,precision,0.747072599532
bayes,20%,True,precision,0.733944954128
bayes,20%,True,precision,0.832911392405
bayes,20%,True,precision,0.866141732283
bayes,20%,True,precision,0.793187347932
bayes,20%,True,precision,0.752336448598
bayes,20%,True,precision,0.828282828283
bayes,20%,True,precision,0.747663551402
bayes,20%,True,precision,0.871052631579
bayes,20%,True,precision,0.786924939467
bayes,20%,True,precision,0.880319148936
bayes,20%,True,precision,0.74537037037
bayes,20%,True,precision,0.841025641026
bayes,20%,True,precision,0.77380952381
bayes,20%,True,precision,0.81954887218
bayes,20%,True,precision,0.793611793612
bayes,20%,True,precision,0.762470308789
bayes,20%,True,precision,0.854922279793
bayes,20%,True,precision,0.747099767981
bayes,20%,True,precision,0.767772511848
bayes,20%,True,precision,0.731651376147
bayes,20%,True,precision,0.790754257908
bayes,20%,True,precision,0.790243902439
bayes,20%,True,precision,0.733333333333
bayes,20%,True,precision,0.875331564987
bayes,20%,True,precision,0.825757575758
bayes,20%,True,precision,0.808933002481
bayes,20%,True,precision,0.788834951456
bayes,20%,True,precision,0.854922279793
bayes,20%,True,precision,0.846153846154
bayes,20%,True,precision,0.810473815461
bayes,20%,True,precision,0.80987654321
bayes,20%,True,precision,0.870712401055
bayes,20%,True,precision,0.808933002481
bayes,20%,True,precision,0.832911392405
bayes,20%,True,precision,0.733333333333
bayes,20%,True,precision,0.784503631961
bayes,20%,True,precision,0.792682926829
bayes,20%,True,precision,0.729357798165
bayes,20%,True,precision,0.729357798165
bayes,20%,True,precision,0.79217603912
bayes,20%,True,precision,0.889784946237
bayes,20%,True,precision,0.785024154589
bayes,20%,True,precision,0.755294117647
bayes,20%,True,precision,0.910326086957
bayes,20%,True,precision,0.813432835821
bayes,20%,True,precision,0.859375
bayes,20%,True,precision,0.76179245283
bayes,20%,True,precision,0.774580335731
bayes,20%,True,precision,0.770883054893
bayes,20%,True,precision,0.733944954128
bayes,20%,True,precision,0.789731051345
bayes,20%,True,precision,0.821608040201
bayes,20%,True,precision,0.738425925926
bayes,20%,True,precision,0.81954887218
bayes,20%,True,precision,0.75644028103
bayes,20%,True,precision,0.845758354756
bayes,20%,True,precision,0.782608695652
bayes,20%,True,precision,0.729357798165
bayes,20%,True,precision,0.804938271605
bayes,20%,True,precision,0.80987654321
bayes,20%,True,precision,0.875331564987
bayes,20%,True,precision,0.841025641026
bayes,20%,True,precision,0.845758354756
bayes,20%,True,precision,0.9
bayes,20%,True,precision,0.76
bayes,20%,True,precision,0.727064220183
bayes,20%,True,precision,0.729357798165
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,recall,1.0
bayes,20%,True,f1_score,0.865951742627
bayes,20%,True,f1_score,0.895604395604
bayes,20%,True,f1_score,0.883152173913
bayes,20%,True,f1_score,0.889192886457
bayes,20%,True,f1_score,0.87027027027
bayes,20%,True,f1_score,0.911602209945
bayes,20%,True,f1_score,0.870147255689
bayes,20%,True,f1_score,0.867924528302
bayes,20%,True,f1_score,0.893150684932
bayes,20%,True,f1_score,0.900826446281
bayes,20%,True,f1_score,0.884353741497
bayes,20%,True,f1_score,0.889495225102
bayes,20%,True,f1_score,0.918994413408
bayes,20%,True,f1_score,0.885869565217
bayes,20%,True,f1_score,0.851458885942
bayes,20%,True,f1_score,0.878048780488
bayes,20%,True,f1_score,0.867469879518
bayes,20%,True,f1_score,0.880434782609
bayes,20%,True,f1_score,0.860589812332
bayes,20%,True,f1_score,0.881953867028
bayes,20%,True,f1_score,0.940340909091
bayes,20%,True,f1_score,0.879240162822
bayes,20%,True,f1_score,0.92027972028
bayes,20%,True,f1_score,0.958630527817
bayes,20%,True,f1_score,0.933895921238
bayes,20%,True,f1_score,0.906077348066
bayes,20%,True,f1_score,0.933709449929
bayes,20%,True,f1_score,0.883468834688
bayes,20%,True,f1_score,0.898630136986
bayes,20%,True,f1_score,0.906077348066
bayes,20%,True,f1_score,0.918169209431
bayes,20%,True,f1_score,0.848084544254
bayes,20%,True,f1_score,0.855227882038
bayes,20%,True,f1_score,0.846560846561
bayes,20%,True,f1_score,0.908839779006
bayes,20%,True,f1_score,0.928270042194
bayes,20%,True,f1_score,0.884667571235
bayes,20%,True,f1_score,0.858666666667
bayes,20%,True,f1_score,0.906077348066
bayes,20%,True,f1_score,0.855614973262
bayes,20%,True,f1_score,0.931082981716
bayes,20%,True,f1_score,0.880758807588
bayes,20%,True,f1_score,0.936350777935
bayes,20%,True,f1_score,0.854111405836
bayes,20%,True,f1_score,0.91364902507
bayes,20%,True,f1_score,0.872483221477
bayes,20%,True,f1_score,0.900826446281
bayes,20%,True,f1_score,0.884931506849
bayes,20%,True,f1_score,0.865229110512
bayes,20%,True,f1_score,0.921787709497
bayes,20%,True,f1_score,0.855245683931
bayes,20%,True,f1_score,0.868632707775
bayes,20%,True,f1_score,0.845033112583
bayes,20%,True,f1_score,0.883152173913
bayes,20%,True,f1_score,0.882833787466
bayes,20%,True,f1_score,0.846153846154
bayes,20%,True,f1_score,0.933521923621
bayes,20%,True,f1_score,0.904564315353
bayes,20%,True,f1_score,0.894375857339
bayes,20%,True,f1_score,0.881953867028
bayes,20%,True,f1_score,0.921787709497
bayes,20%,True,f1_score,0.916666666667
bayes,20%,True,f1_score,0.895316804408
bayes,20%,True,f1_score,0.894952251023
bayes,20%,True,f1_score,0.930888575458
bayes,20%,True,f1_score,0.894375857339
bayes,20%,True,f1_score,0.908839779006
bayes,20%,True,f1_score,0.846153846154
bayes,20%,True,f1_score,0.879240162822
bayes,20%,True,f1_score,0.884353741497
bayes,20%,True,f1_score,0.84350132626
bayes,20%,True,f1_score,0.84350132626
bayes,20%,True,f1_score,0.884038199181
bayes,20%,True,f1_score,0.941678520626
bayes,20%,True,f1_score,0.879566982409
bayes,20%,True,f1_score,0.860589812332
bayes,20%,True,f1_score,0.953058321479
bayes,20%,True,f1_score,0.897119341564
bayes,20%,True,f1_score,0.924369747899
bayes,20%,True,f1_score,0.864792503347
bayes,20%,True,f1_score,0.872972972973
bayes,20%,True,f1_score,0.870619946092
bayes,20%,True,f1_score,0.846560846561
bayes,20%,True,f1_score,0.882513661202
bayes,20%,True,f1_score,0.902068965517
bayes,20%,True,f1_score,0.849533954727
bayes,20%,True,f1_score,0.900826446281
bayes,20%,True,f1_score,0.861333333333
bayes,20%,True,f1_score,0.91643454039
bayes,20%,True,f1_score,0.878048780488
bayes,20%,True,f1_score,0.84350132626
bayes,20%,True,f1_score,0.891928864569
bayes,20%,True,f1_score,0.894952251023
bayes,20%,True,f1_score,0.933521923621
bayes,20%,True,f1_score,0.91364902507
bayes,20%,True,f1_score,0.91643454039
bayes,20%,True,f1_score,0.947368421053
bayes,20%,True,f1_score,0.863636363636
bayes,20%,True,f1_score,0.841965471448
bayes,20%,True,f1_score,0.84350132626
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,0.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,0.0
bayes,40%,True,precision,0.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,0.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,0.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,0.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,0.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,0.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,precision,1.0
bayes,40%,True,recall,0.00854700854701
bayes,40%,True,recall,0.318181818182
bayes,40%,True,recall,0.0434782608696
bayes,40%,True,recall,0.673267326733
bayes,40%,True,recall,0.051724137931
bayes,40%,True,recall,0.0
bayes,40%,True,recall,0.176991150442
bayes,40%,True,recall,0.321100917431
bayes,40%,True,recall,0.281818181818
bayes,40%,True,recall,0.194690265487
bayes,40%,True,recall,0.290909090909
bayes,40%,True,recall,0.0431034482759
bayes,40%,True,recall,0.324074074074
bayes,40%,True,recall,0.115044247788
bayes,40%,True,recall,0.518867924528
bayes,40%,True,recall,0.745098039216
bayes,40%,True,recall,0.0521739130435
bayes,40%,True,recall,0.0521739130435
bayes,40%,True,recall,0.00877192982456
bayes,40%,True,recall,0.586538461538
bayes,40%,True,recall,0.424528301887
bayes,40%,True,recall,0.0614035087719
bayes,40%,True,recall,0.00884955752212
bayes,40%,True,recall,0.149122807018
bayes,40%,True,recall,0.293577981651
bayes,40%,True,recall,0.302752293578
bayes,40%,True,recall,0.114035087719
bayes,40%,True,recall,0.185840707965
bayes,40%,True,recall,0.0438596491228
bayes,40%,True,recall,0.252252252252
bayes,40%,True,recall,0.0
bayes,40%,True,recall,0.0
bayes,40%,True,recall,0.185840707965
bayes,40%,True,recall,0.673267326733
bayes,40%,True,recall,0.561904761905
bayes,40%,True,recall,0.263636363636
bayes,40%,True,recall,0.252252252252
bayes,40%,True,recall,0.411214953271
bayes,40%,True,recall,0.017094017094
bayes,40%,True,recall,0.176991150442
bayes,40%,True,recall,0.0431034482759
bayes,40%,True,recall,0.0695652173913
bayes,40%,True,recall,0.615384615385
bayes,40%,True,recall,0.0431034482759
bayes,40%,True,recall,0.205357142857
bayes,40%,True,recall,0.586538461538
bayes,40%,True,recall,0.1875
bayes,40%,True,recall,0.051724137931
bayes,40%,True,recall,0.321100917431
bayes,40%,True,recall,0.2
bayes,40%,True,recall,0.0614035087719
bayes,40%,True,recall,0.0338983050847
bayes,40%,True,recall,0.0701754385965
bayes,40%,True,recall,0.0535714285714
bayes,40%,True,recall,0.205357142857
bayes,40%,True,recall,0.6
bayes,40%,True,recall,0.490566037736
bayes,40%,True,recall,0.162162162162
bayes,40%,True,recall,0.122807017544
bayes,40%,True,recall,0.0619469026549
bayes,40%,True,recall,0.0701754385965
bayes,40%,True,recall,0.0
bayes,40%,True,recall,0.00877192982456
bayes,40%,True,recall,0.0169491525424
bayes,40%,True,recall,0.422018348624
bayes,40%,True,recall,0.471698113208
